,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84256,296,296,0,0,0,0,15448,0,0
1,83701,360,360,0,0,0,0,15946,7,0
2,83123,449,449,0,0,0,0,16443,15,0
3,82535,546,546,0,0,0,0,16941,22,0
4,81920,681,674,0,0,0,0,17437,31,0
5,81299,820,805,0,0,0,0,17934,38,0
6,80645,995,973,28,325,0,0,18431,49,0
7,79999,1158,1120,36,398,0,0,18928,47,0
8,79365,1316,1263,48,476,0,0,19422,50,0
9,78722,1479,1408,66,577,0,0,19920,50,0
10,78074,1652,1567,75,692,0,0,20415,56,0
11,77420,1839,1736,86,838,0,0,20905,61,0
12,76772,2019,1898,96,977,0,0,21393,63,0
13,76115,2214,1785,81,779,65,288,21886,74,0
14,75470,2405,1887,87,837,80,354,22373,84,0
15,74823,2582,1970,97,890,96,428,22864,85,0
16,74173,2762,2022,99,933,118,525,23355,75,0
17,73512,2967,2090,103,965,138,629,23845,76,0
18,72854,3170,2138,102,973,161,763,24335,90,0
19,72189,3378,2201,112,972,186,887,24821,98,0
20,71536,3576,2180,111,989,141,1050,25304,92,22
21,70879,3779,2206,112,1002,144,1187,25787,86,27
22,70231,3992,2246,105,1027,153,1327,26267,102,31
23,69591,4178,2246,108,1028,159,1477,26749,102,39
24,68945,4386,2271,110,1045,165,1623,27224,110,47
25,68303,4572,2255,118,1043,172,1769,27708,93,58
26,67672,4751,2249,109,1068,173,1917,28186,91,67
27,67028,4954,2266,110,1079,180,2057,28660,87,76
28,66397,5139,2265,112,1076,181,2213,29146,99,78
29,65763,5333,2265,121,1067,184,2376,29626,113,83
30,65143,5503,2228,113,1065,178,2542,30111,115,91
31,64520,5681,2190,113,1039,181,2713,30589,108,96
32,63880,5867,2161,108,1044,176,2878,31074,99,106
33,63257,6045,2127,113,1010,173,3045,31547,92,116
34,62647,6223,2103,107,1002,172,3201,32014,94,129
35,62024,6414,2107,96,990,174,3350,32492,109,136
36,61419,6585,2080,86,974,175,3507,32963,118,149
37,60786,6775,2083,85,972,181,3653,33444,121,155
38,60183,6944,2047,86,968,175,3802,33916,113,165
39,59581,7131,2029,88,939,177,3962,34379,124,173
40,59008,7272,1985,79,948,175,4104,34847,122,178
41,58425,7425,1941,87,920,170,4258,35317,122,183
42,57829,7590,1924,97,927,171,4386,35782,108,189
43,57259,7739,1881,89,921,160,4533,36244,112,198
44,56694,7883,1823,92,902,151,4683,36708,110,212
45,56132,8030,1783,85,864,148,4828,37167,117,220
46,55564,8176,1742,86,835,144,4961,37620,104,234
47,55014,8312,1710,92,815,157,5085,38079,108,242
48,54446,8458,1675,88,794,151,5217,38546,105,250
49,53880,8609,1654,79,759,158,5356,39013,118,256
50,53320,8740,1617,86,727,161,5477,39482,113,263
51,52773,8868,1568,79,714,161,5608,39941,108,271
52,52226,8985,1538,84,700,159,5710,40413,101,276
53,51669,9112,1507,78,699,151,5828,40884,100,281
54,51126,9248,1458,76,681,130,5969,41344,106,292
55,50572,9383,1456,73,671,135,6071,41814,114,294
56,50012,9521,1437,78,653,120,6185,42288,122,303
57,49490,9625,1391,75,634,115,6288,42759,119,311
58,48954,9740,1352,76,607,121,6394,43229,111,318
59,48432,9846,1319,69,615,120,6483,43697,101,326
60,47889,9958,1289,67,603,122,6585,44174,96,330
61,47362,10082,1279,64,591,132,6683,44634,100,333
62,46833,10192,1255,57,570,126,6780,45106,100,338
63,46302,10309,1252,51,563,132,6864,45572,106,343
64,45782,10423,1242,48,556,129,6946,46032,103,348
65,45277,10537,1222,48,544,120,7034,46499,115,362
66,44756,10653,1202,47,535,118,7126,46968,114,369
67,44256,10751,1165,52,514,111,7223,47432,114,373
68,43760,10845,1109,46,504,101,7322,47907,95,380
69,43228,10954,1113,56,506,100,7387,48381,90,384
70,42719,11051,1088,54,496,94,7469,48847,87,390
71,42227,11140,1081,57,499,97,7535,49319,95,395
72,41723,11231,1061,53,486,98,7606,49779,91,404
73,41244,11320,1033,55,466,99,7688,50234,95,408
74,40757,11399,1000,52,469,98,7766,50696,83,409
75,40268,11470,960,61,446,94,7844,51172,79,415
76,39784,11538,913,54,429,94,7922,51642,69,417
77,39305,11613,894,54,423,91,7992,52114,74,420
78,38822,11682,861,52,399,92,8070,52586,78,421
79,38343,11760,847,47,398,89,8132,53057,83,426
80,37858,11832,818,45,379,83,8203,53535,86,430
81,37378,11911,793,39,350,84,8278,54010,92,432
82,36904,11974,761,32,340,85,8341,54487,87,434
83,36428,12041,741,31,327,83,8394,54964,86,439
84,35939,12117,720,32,310,83,8455,55439,78,442
85,35473,12165,678,27,304,72,8517,55909,68,445
86,35005,12221,640,29,290,64,8581,56377,56,447
87,34536,12283,624,28,281,59,8633,56848,54,448
88,34052,12330,612,31,274,58,8675,57327,56,450
89,33570,12383,600,30,277,58,8718,57814,64,456
90,33073,12439,584,30,268,51,8763,58304,66,460
91,32581,12498,573,30,260,46,8813,58790,63,463
92,32089,12552,557,32,254,43,8858,59280,57,464
93,31596,12615,550,31,239,44,8902,59772,56,465
94,31115,12662,546,31,230,45,8938,60262,59,466
95,30629,12707,530,26,227,41,8980,60751,53,467
96,30156,12770,517,27,220,40,9027,61234,55,472
97,29676,12830,526,26,224,39,9060,61715,62,473
98,29185,12886,527,26,223,36,9103,62201,69,473
