,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84264,284,284,0,0,0,0,15452,0,0
1,83701,352,352,0,0,0,0,15951,4,0
2,83136,433,433,0,0,0,0,16447,16,0
3,82552,529,529,0,0,0,0,16947,28,0
4,81934,662,658,0,0,0,0,17447,39,0
5,81308,805,789,0,0,0,0,17945,42,0
6,80642,989,961,33,315,0,0,18442,45,0
7,80013,1143,1100,38,379,0,0,18932,45,0
8,79378,1302,1244,46,455,0,0,19426,48,0
9,78734,1468,1395,62,557,0,0,19920,49,0
10,78088,1642,1554,74,673,0,0,20417,59,0
11,77442,1823,1717,99,817,0,0,20911,70,0
12,76811,1993,1871,118,937,0,0,21404,86,0
13,76161,2181,1750,97,751,64,284,21896,91,0
14,75507,2376,1860,105,824,77,340,22387,94,0
15,74871,2565,1942,119,875,86,415,22871,99,0
16,74226,2748,2005,110,918,114,505,23361,97,0
17,73585,2935,2055,113,925,137,610,23849,99,0
18,72961,3104,2046,107,920,165,751,24332,90,0
19,72303,3303,2101,97,954,188,867,24820,91,0
20,71685,3460,2043,97,965,148,1024,25309,85,24
21,71064,3622,2038,100,967,159,1158,25791,80,29
22,70431,3799,2053,98,973,175,1289,26273,77,31
23,69826,3972,2036,109,951,165,1444,26751,95,38
24,69195,4162,2067,118,974,167,1570,27229,109,48
25,68582,4329,2048,108,955,165,1721,27712,120,57
26,67974,4490,2000,116,923,165,1878,28194,109,63
27,67344,4666,1990,116,922,168,2020,28678,102,70
28,66743,4824,1959,109,901,171,2157,29158,102,85
29,66134,4992,1931,103,907,163,2304,29640,108,99
30,65525,5145,1918,92,907,168,2432,30123,105,107
31,64931,5289,1849,82,873,162,2595,30611,106,120
32,64314,5458,1844,94,878,158,2720,31086,92,128
33,63720,5603,1818,89,865,153,2853,31562,92,139
34,63126,5773,1795,88,842,149,3000,32030,98,147
35,62523,5942,1798,97,832,137,3131,32500,107,155
36,61931,6093,1769,91,791,137,3278,32979,118,161
37,61315,6270,1762,98,796,127,3409,33456,112,170
38,60718,6431,1758,97,789,124,3533,33930,114,175
39,60111,6604,1742,83,783,119,3677,34402,114,182
40,59528,6763,1747,80,798,124,3785,34870,120,190
41,58950,6903,1716,82,782,118,3910,35335,109,198
42,58384,7043,1697,78,799,123,4028,35811,120,201
43,57813,7184,1684,82,812,119,4131,36274,109,208
44,57247,7318,1660,79,808,130,4260,36747,119,210
45,56688,7444,1616,76,808,127,4375,37224,111,216
46,56113,7574,1587,79,792,127,4494,37706,114,223
47,55559,7704,1545,83,746,125,4619,38181,119,233
48,55020,7811,1499,80,744,126,4726,38648,108,238
49,54476,7918,1438,74,708,133,4850,39114,96,246
50,53910,8039,1409,77,667,148,4953,39593,82,251
51,53364,8141,1343,74,629,145,5080,40070,77,262
52,52826,8249,1326,76,600,159,5177,40539,83,266
53,52291,8354,1287,70,570,156,5288,41011,85,271
54,51740,8458,1274,64,568,155,5374,41491,82,277
55,51204,8562,1245,63,554,160,5469,41969,86,285
56,50671,8681,1227,60,537,150,5566,42435,93,295
57,50127,8787,1213,53,537,137,5655,42904,98,304
58,49575,8909,1196,49,522,126,5753,43376,95,311
59,49042,8997,1146,44,521,113,5848,43852,76,317
60,48508,9102,1149,46,512,115,5918,44323,76,322
61,47974,9204,1131,47,510,109,6000,44805,79,329
62,47440,9305,1109,45,498,97,6100,45281,90,334
63,46917,9410,1104,48,509,91,6177,45753,101,340
64,46393,9496,1080,47,502,93,6250,46234,94,343
65,45883,9598,1077,51,501,92,6321,46708,103,348
66,45373,9679,1034,49,489,88,6398,47179,90,357
67,44875,9753,1007,50,490,84,6468,47655,90,361
68,44343,9854,987,47,478,83,6546,48137,84,366
69,43821,9942,975,43,462,87,6616,48613,87,371
70,43316,10020,935,41,437,87,6704,49090,87,374
71,42773,10139,949,37,427,84,6772,49568,90,379
