,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84238,318,318,0,0,0,0,15444,0,0
1,83659,406,406,0,0,0,0,15942,7,0
2,83075,501,501,0,0,0,0,16442,18,0
3,82489,607,607,0,0,0,0,16933,29,0
4,81910,703,696,0,0,0,0,17432,38,0
5,81305,837,819,0,0,0,0,17925,49,0
6,80681,988,959,36,363,0,0,18420,60,0
7,80082,1108,1063,47,436,0,0,18919,64,0
8,79471,1243,1176,55,523,0,0,19415,62,0
9,78856,1384,1295,60,598,0,0,19910,61,0
10,78248,1517,1408,70,700,0,0,20402,58,0
11,77623,1669,1540,87,812,0,0,20897,60,0
12,76998,1822,1672,99,900,0,0,21391,61,0
13,76382,1972,1481,77,638,75,324,21883,70,0
14,75783,2110,1529,77,674,91,392,22372,76,0
15,75163,2268,1580,83,689,101,477,22860,80,0
16,74537,2435,1652,91,731,112,546,23346,81,0
17,73920,2594,1696,93,748,137,633,23837,86,0
18,73293,2762,1731,81,755,159,740,24323,87,0
19,72656,2943,1799,80,766,173,826,24803,84,0
20,72057,3098,1754,85,778,121,969,25284,88,24
21,71425,3277,1786,87,796,121,1087,25771,95,26
22,70822,3431,1807,95,798,128,1192,26254,105,30
23,70216,3588,1810,91,813,141,1305,26740,105,34
24,69603,3754,1803,98,832,133,1435,27220,104,43
25,69004,3903,1795,109,815,134,1550,27698,98,51
26,68403,4055,1808,107,852,142,1648,28181,95,55
27,67802,4205,1797,100,847,146,1766,28660,90,65
28,67212,4350,1784,99,828,156,1892,29137,94,69
29,66627,4499,1776,87,847,159,2012,29607,94,72
30,66057,4622,1729,87,827,158,2146,30081,93,80
31,65469,4767,1688,76,799,161,2289,30550,87,91
32,64889,4900,1665,68,811,157,2401,31015,71,101
33,64308,5045,1636,72,775,155,2543,31480,73,106
34,63735,5188,1626,75,767,148,2663,31947,84,113
35,63173,5318,1612,72,746,142,2782,32420,107,120
36,62577,5470,1604,74,730,144,2908,32893,107,125
37,61981,5630,1610,73,725,148,3017,33365,106,133
38,61408,5756,1578,77,719,149,3127,33838,91,140
39,60829,5891,1564,80,700,151,3241,34317,97,146
40,60250,6031,1559,75,681,155,3347,34786,91,149
41,59694,6141,1529,74,690,156,3455,35258,89,155
42,59125,6259,1515,78,714,155,3546,35733,75,161
43,58584,6366,1473,72,701,155,3658,36203,78,168
44,58038,6478,1445,73,685,154,3766,36671,87,176
45,57491,6585,1406,73,679,145,3882,37147,98,185
46,56939,6705,1378,69,663,136,3992,37618,94,190
47,56382,6832,1376,73,667,129,4082,38080,91,196
48,55824,6950,1329,69,622,119,4210,38556,91,201
49,55275,7065,1292,69,577,120,4331,39027,93,203
50,54736,7175,1269,70,551,117,4427,39498,97,210
51,54199,7277,1224,70,542,102,4531,39981,104,221
52,53658,7384,1193,65,534,105,4632,40453,102,227
53,53118,7488,1179,66,533,107,4714,40927,97,229
54,52589,7577,1129,62,524,104,4809,41402,85,234
55,52060,7669,1119,60,528,105,4879,41869,81,237
56,51533,7764,1098,57,515,97,4961,42349,86,242
57,50989,7875,1104,55,520,94,5034,42824,92,247
58,50471,7974,1090,49,510,97,5118,43292,97,251
59,49948,8057,1047,46,478,102,5204,43767,83,257
60,49417,8142,1019,43,462,108,5277,44245,75,264
61,48894,8233,995,41,441,107,5357,44713,74,269
62,48366,8329,992,41,443,104,5430,45187,85,275
63,47847,8414,983,35,455,98,5495,45664,86,279
64,47336,8483,939,39,436,92,5570,46144,80,288
65,46818,8567,912,41,419,87,5647,46617,71,291
66,46282,8671,915,47,413,74,5716,47097,76,297
67,45767,8750,892,55,403,62,5789,47575,80,303
68,45252,8824,879,53,403,58,5848,48058,79,309
69,44726,8916,863,51,373,59,5922,48542,78,312
70,44216,8988,845,58,359,65,5985,49021,81,312
71,43714,9063,836,56,371,65,6043,49501,92,317
72,43206,9142,822,55,364,62,6104,49984,92,319
73,42709,9213,806,50,360,67,6158,50463,92,322
74,42185,9300,796,41,366,67,6220,50946,89,325
75,41669,9385,794,40,350,69,6273,51426,85,329
76,41172,9453,785,39,348,68,6315,51911,80,334
77,40660,9535,778,32,342,70,6371,52387,83,338
78,40140,9618,760,29,313,68,6441,52869,86,343
79,39619,9700,768,33,315,71,6488,53352,88,345
80,39108,9765,747,40,314,70,6538,53841,80,349
81,38599,9842,735,41,294,72,6595,54323,77,352
82,38091,9907,725,42,301,66,6641,54809,78,354
83,37596,9970,720,41,313,65,6682,55298,86,357
84,37095,10033,702,40,320,59,6729,55784,82,365
85,36591,10092,691,41,319,58,6769,56269,73,367
86,36090,10150,660,35,318,59,6820,56755,62,373
87,35596,10220,647,26,305,57,6877,57241,64,377
88,35102,10278,639,22,297,53,6923,57727,66,378
89,34615,10325,615,22,288,53,6972,58213,66,379
90,34116,10382,595,22,274,54,7022,58698,54,382
91,33604,10452,592,20,258,57,7070,59186,57,386
92,33103,10520,596,18,265,55,7112,59668,63,387
93,32598,10588,596,18,251,50,7165,60158,76,390
94,32101,10636,581,18,240,48,7200,60645,72,394
95,31608,10696,578,21,251,43,7234,61128,68,396
96,31121,10755,575,24,253,47,7268,61613,70,399
97,30629,10810,568,20,258,45,7306,62096,69,403
98,30122,10866,559,21,263,40,7347,62589,65,404
99,29629,10920,544,21,245,44,7386,63078,59,407
100,29124,10984,554,26,240,46,7418,63569,65,410
101,28632,11047,568,23,249,42,7445,64056,76,413
102,28131,11097,557,22,241,47,7484,64553,74,414
103,27638,11153,541,17,237,46,7525,65039,70,420
104,27149,11206,520,19,227,43,7569,65531,62,420
105,26670,11253,506,24,218,44,7609,66017,62,422
106,26197,11300,503,24,223,43,7635,66504,68,425
107,25703,11352,494,20,221,41,7672,66991,64,427
108,25225,11391,484,24,220,43,7702,67478,63,427
109,24734,11442,473,26,213,44,7734,67967,57,430
110,24245,11479,456,26,204,45,7766,68460,53,434
111,23749,11528,455,26,191,46,7797,68954,49,435
112,23267,11569,440,24,188,50,7829,69444,49,438
113,22789,11605,432,23,177,53,7856,69936,51,441
114,22305,11657,438,21,178,52,7886,70424,63,443
115,21826,11702,427,18,169,52,7918,70914,62,446
116,21333,11744,421,15,176,51,7949,71405,63,447
117,20858,11777,395,16,167,46,7980,71894,54,449
118,20362,11817,395,16,167,46,7997,72392,50,452
119,19889,11844,366,15,160,41,8032,72887,45,456
120,19410,11878,358,14,165,37,8053,73378,47,460
121,18915,11917,352,15,159,38,8080,73870,42,462
122,18458,11951,346,14,153,33,8106,74357,48,464
123,17963,11998,337,17,139,31,8139,74848,48,468
124,17484,12037,343,16,135,29,8160,75339,57,469
125,16998,12093,357,15,131,25,8181,75825,63,472
126,16510,12143,360,14,134,23,8206,76318,64,475
127,16027,12180,346,14,125,17,8235,76811,58,477
128,15551,12220,333,13,129,13,8262,77303,54,479
129,15064,12269,349,17,128,16,8275,77799,56,479
130,14572,12311,352,14,139,15,8298,78295,53,481
131,14255,12358,366,14,154,17,8310,78611,55,482
132,14234,12394,364,15,161,16,8326,78611,48,482
133,14211,12440,369,15,153,14,8355,78611,60,483
134,14188,12485,377,17,162,15,8370,78611,60,483
135,14170,12516,369,19,163,19,8394,78611,58,483
136,14148,12563,375,19,169,20,8411,78611,60,484
137,14119,12606,365,19,158,21,8441,78611,52,485
138,14101,12640,357,21,149,22,8467,78611,55,488
139,14089,12668,342,22,148,27,8485,78611,46,488
140,14074,12695,335,20,148,27,8503,78611,44,490
141,14051,12730,329,19,144,29,8528,78611,40,490
142,14035,12762,314,18,143,29,8557,78611,40,492
143,14026,12783,299,15,139,30,8579,78611,40,494
144,14008,12813,296,14,131,30,8599,78611,40,495
145,13993,12847,288,12,125,27,8623,78611,43,497
146,13965,12887,290,11,126,24,8648,78611,43,498
147,13948,12918,292,11,124,25,8665,78611,45,498
148,13931,12944,276,9,113,24,8687,78611,35,499
149,13915,12974,263,7,104,22,8716,78611,37,501
150,13905,12991,244,6,102,18,8736,78611,30,503
151,13886,13020,252,6,118,18,8748,78611,31,503
152,13864,13049,252,5,121,18,8762,78611,24,504
153,13845,13087,263,6,114,21,8781,78611,36,505
154,13828,13113,261,8,112,19,8799,78611,35,505
155,13806,13147,280,8,113,20,8805,78611,40,507
