,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84228,315,315,0,0,0,0,15457,0,0
1,83670,385,385,0,0,0,0,15954,9,0
2,83107,462,462,0,0,0,0,16449,18,0
3,82510,574,574,0,0,0,0,16946,30,0
4,81901,699,690,0,0,0,0,17443,34,0
5,81290,842,824,0,0,0,0,17942,56,0
6,80626,1029,999,47,329,0,0,18437,62,0
7,80024,1148,1105,52,392,0,0,18929,58,0
8,79400,1293,1219,61,483,0,0,19424,43,0
9,78762,1465,1373,69,587,0,0,19921,56,0
10,78148,1615,1514,77,691,0,0,20410,72,0
11,77507,1788,1671,96,841,0,0,20903,81,0
12,76884,1944,1796,108,939,0,0,21396,76,0
13,76256,2108,1584,79,721,25,351,21886,77,0
14,75632,2272,1658,94,779,28,416,22371,77,0
15,75018,2422,1687,93,805,33,511,22853,69,0
16,74381,2599,1729,102,832,36,620,23341,71,0
17,73749,2791,1786,106,846,38,730,23821,86,0
18,73131,2950,1761,108,813,41,896,24308,96,0
19,72506,3125,1799,110,840,42,1005,24794,104,0
20,71871,3311,1793,109,844,19,1150,25276,97,7
21,71260,3486,1803,105,856,23,1286,25748,105,8
22,70656,3641,1796,111,877,22,1410,26224,96,10
23,70052,3798,1772,100,871,22,1557,26707,99,11
24,69453,3966,1774,102,878,22,1686,27175,100,12
25,68871,4110,1759,95,900,28,1816,27644,104,14
26,68256,4275,1753,94,901,32,1951,28124,98,14
27,67639,4455,1766,88,903,34,2081,28604,104,14
28,67042,4624,1754,81,882,33,2230,29077,118,15
29,66465,4749,1695,77,865,31,2383,29554,113,16
30,65886,4888,1663,79,845,34,2511,30027,103,16
31,65317,5034,1626,79,841,35,2649,30490,98,16
32,64726,5189,1600,86,818,32,2804,30960,107,17
33,64142,5323,1560,87,802,30,2945,31438,102,17
34,63569,5466,1538,85,776,33,3069,31904,98,18
35,62991,5602,1516,87,759,30,3193,32376,94,18
36,62450,5715,1474,92,729,34,3320,32839,101,18
37,61887,5836,1441,94,735,29,3435,33310,94,21
38,61313,5968,1411,94,706,32,3565,33784,96,23
39,60763,6087,1356,86,684,30,3700,34259,105,27
40,60185,6225,1346,81,671,35,3819,34734,111,27
41,59618,6352,1336,83,647,30,3920,35206,109,31
42,59059,6461,1297,81,635,32,4023,35682,89,32
43,58498,6582,1280,69,641,35,4123,36159,88,35
44,57950,6703,1251,64,600,36,4243,36625,94,35
45,57393,6824,1240,54,607,34,4349,37094,102,37
46,56844,6943,1220,54,597,36,4452,37573,111,39
47,56287,7062,1195,55,575,34,4560,38053,113,39
48,55719,7191,1214,53,586,34,4637,38530,117,40
49,55181,7290,1175,53,579,31,4729,39005,105,43
50,54644,7383,1126,55,566,27,4829,39481,92,47
51,54088,7495,1125,60,562,25,4906,39959,87,47
52,53568,7598,1094,62,538,25,5008,40427,94,48
53,53039,7686,1058,59,537,23,5103,40897,94,52
54,52519,7793,1047,56,523,21,5187,41366,111,55
