,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84237,301,301,0,0,0,0,15462,0,0
1,83691,356,356,0,0,0,0,15959,6,0
2,83109,449,449,0,0,0,0,16457,15,0
3,82524,542,542,0,0,0,0,16955,21,0
4,81943,635,629,0,0,0,0,17453,25,0
5,81326,779,764,0,0,0,0,17950,40,0
6,80719,904,883,42,308,0,0,18448,50,0
7,80127,1021,990,47,387,0,0,18940,57,0
8,79521,1149,1094,55,466,0,0,19431,46,0
9,78906,1293,1222,67,537,0,0,19924,52,0
10,78305,1421,1333,80,644,0,0,20419,57,0
11,77708,1542,1441,88,745,0,0,20913,62,0
12,77107,1670,1547,96,837,0,0,21403,57,0
13,76500,1802,1315,62,636,8,342,21895,52,0
14,75906,1923,1336,67,669,10,424,22385,51,0
15,75321,2039,1348,68,687,10,511,22878,58,0
16,74717,2166,1375,62,713,10,594,23374,60,0
17,74139,2275,1347,58,708,10,714,23865,65,0
18,73553,2394,1333,58,714,10,823,24359,68,0
19,72969,2513,1333,62,714,10,923,24847,72,0
20,72397,2622,1299,60,693,4,1041,25333,73,3
21,71822,2733,1260,62,677,3,1164,25816,65,3
22,71243,2843,1242,63,657,4,1269,26304,61,3
23,70652,2959,1232,69,640,4,1372,26794,53,3
24,70079,3051,1194,71,623,4,1483,27284,43,3
25,69491,3160,1170,68,597,5,1597,27775,36,3
26,68932,3257,1149,66,587,6,1700,28255,39,3
27,68359,3363,1152,67,585,4,1793,28744,52,4
28,67795,3463,1131,67,578,3,1901,29224,56,5
29,67204,3583,1145,65,576,2,1989,29710,53,5
30,66640,3689,1138,61,585,3,2080,30198,61,5
31,66067,3797,1135,62,567,4,2175,30685,67,5
32,65508,3889,1125,65,562,3,2262,31168,68,5
33,64951,3982,1095,59,560,2,2355,31657,63,5
34,64378,4098,1099,65,568,3,2445,32137,64,5
35,63832,4185,1070,61,547,4,2545,32622,74,5
36,63269,4283,1060,60,551,4,2628,33108,70,5
37,62714,4370,1026,59,531,3,2726,33590,61,5
38,62169,4453,1004,51,528,3,2805,34070,53,5
39,61619,4540,986,53,535,3,2889,34550,49,5
40,61062,4624,973,58,507,4,2972,35040,52,5
41,60510,4713,939,50,487,4,3076,35524,52,6
42,59956,4807,939,53,481,3,3153,36011,58,6
43,59421,4880,909,53,460,3,3239,36493,57,6
44,58880,4956,891,52,455,3,3315,36976,55,6
45,58343,5047,891,53,453,3,3383,37456,62,6
46,57799,5122,857,50,434,3,3476,37943,61,6
47,57275,5197,854,47,447,2,3537,38417,66,7
48,56743,5270,819,50,424,1,3615,38904,55,7
49,56228,5329,790,45,416,1,3688,39383,58,7
50,55714,5384,759,48,409,1,3753,39866,54,7
51,55197,5447,733,52,395,1,3823,40348,58,7
52,54686,5506,706,50,384,0,3891,40825,55,7
53,54164,5573,685,46,371,0,3962,41307,59,7
54,53641,5628,646,43,344,0,4033,41799,50,7
55,53134,5675,621,38,330,0,4090,42285,49,7
56,52630,5733,598,36,312,0,4150,42761,47,7
57,52124,5781,571,30,301,0,4211,43250,50,7
58,51630,5820,536,23,294,0,4271,43733,52,7
59,51126,5857,500,24,280,0,4325,44223,42,7
60,50635,5884,457,22,261,1,4378,44705,36,7
61,50132,5927,443,25,256,1,4419,45187,31,7
62,49624,5974,443,23,251,1,4457,45670,31,7
63,49114,6017,435,19,238,1,4497,46162,31,7
64,48621,6055,418,15,226,1,4541,46650,29,7
65,48130,6092,400,15,196,1,4587,47127,28,7
66,47629,6140,396,13,189,1,4628,47611,26,7
67,47123,6196,409,15,192,0,4662,48098,36,7
68,46624,6226,392,13,187,0,4701,48587,35,7
69,46129,6267,393,13,185,0,4732,49074,37,7
70,45634,6301,385,17,187,0,4755,49559,28,7
71,45124,6345,394,21,194,0,4783,50054,33,7
72,44642,6377,399,22,214,0,4799,50545,34,7
73,44144,6412,392,25,202,0,4831,51032,35,7
74,43634,6459,389,24,195,0,4869,51516,33,7
75,43141,6508,394,20,191,0,4901,52000,38,7
76,42636,6568,414,22,192,0,4930,52488,48,7
77,42148,6606,413,18,187,0,4959,52973,48,7
78,41659,6637,388,18,172,0,4998,53463,43,7
79,41160,6688,381,19,171,0,5035,53954,36,7
80,40669,6732,392,18,181,0,5058,54444,44,7
81,40157,6787,405,19,189,0,5088,54935,49,7
82,39659,6830,410,22,190,0,5112,55425,50,7
83,39156,6875,405,23,176,0,5144,55917,48,7
84,38671,6908,401,26,190,0,5164,56410,41,7
85,38177,6942,396,27,191,0,5188,56900,36,7
86,37699,6987,388,24,195,0,5225,57388,41,7
87,37194,7027,386,22,193,0,5257,57878,41,7
88,36720,7048,358,22,183,0,5296,58370,42,7
89,36241,7081,342,20,180,0,5324,58864,37,7
90,35746,7108,340,20,185,0,5343,59360,36,7
91,35258,7139,323,19,173,0,5380,59854,40,7
92,34776,7170,312,16,180,0,5406,60350,37,7
93,34299,7191,286,16,152,0,5444,60841,31,7
94,33821,7218,270,15,142,0,5472,61331,27,7
95,33330,7247,257,14,132,0,5501,61822,23,7
96,32838,7277,261,15,124,0,5524,62317,31,7
97,32344,7310,259,14,119,0,5548,62811,30,7
98,31850,7340,256,13,114,0,5572,63310,31,7
99,31370,7365,240,11,102,0,5602,63802,28,7
100,30881,7393,248,10,113,0,5612,64294,25,7
101,30409,7414,242,11,114,0,5629,64789,23,7
102,29933,7432,234,13,117,0,5647,65278,21,7
103,29442,7454,233,13,121,0,5663,65774,20,7
104,28959,7475,228,13,120,0,5681,66268,17,7
105,28475,7499,228,14,122,0,5699,66765,20,7
106,27998,7516,223,15,118,0,5715,67257,18,7
107,27503,7539,221,15,110,0,5735,67753,19,7
108,27012,7573,227,15,107,0,5754,68246,23,7
109,26536,7598,225,13,102,0,5777,68741,30,7
110,26056,7625,226,12,98,0,5797,69235,35,7
111,25575,7652,223,11,95,0,5814,69733,33,7
112,25092,7671,210,10,92,0,5835,70227,28,7
113,24617,7686,201,12,98,0,5848,70723,26,7
114,24142,7709,201,13,99,0,5860,71218,24,7
115,23663,7722,192,11,101,0,5876,71716,24,7
116,23197,7738,183,12,100,0,5892,72212,23,7
117,22717,7758,179,14,96,0,5907,72710,21,7
118,22232,7781,183,13,90,0,5920,73205,21,7
119,21745,7807,184,12,88,0,5937,73702,21,7
120,21273,7827,176,9,77,0,5958,74198,25,7
121,20792,7852,181,8,72,0,5972,74693,29,7
122,20301,7878,183,9,68,0,5988,75187,27,7
123,19826,7900,178,8,70,0,6004,75684,27,7
124,19352,7925,180,9,74,0,6017,76180,25,7
125,18868,7939,182,9,77,0,6023,76679,22,7
126,18397,7961,179,9,78,0,6037,77172,23,7
127,17915,7979,182,11,89,0,6044,77669,24,7
128,17444,7999,191,10,93,0,6052,78166,31,7
129,16980,8013,180,10,97,0,6065,78664,25,7
130,16601,8029,170,8,93,0,6082,79059,24,7
131,16595,8042,155,5,88,0,6100,79059,21,7
132,16590,8050,148,7,86,0,6109,79059,18,7
133,16583,8064,139,9,79,0,6124,79059,17,7
134,16575,8076,124,7,69,0,6144,79059,14,7
135,16567,8086,120,7,66,0,6155,79059,13,7
136,16559,8098,108,6,56,0,6172,79059,10,7
137,16552,8113,108,6,50,0,6183,79059,14,7
138,16544,8125,108,6,47,0,6193,79059,16,7
139,16537,8138,108,4,48,0,6202,79059,18,7
140,16516,8166,118,3,47,0,6212,79059,17,7
141,16504,8184,124,3,47,0,6220,79059,19,7
142,16493,8202,128,4,45,0,6228,79059,20,7
143,16484,8219,132,4,47,0,6234,79059,21,7
144,16474,8233,135,4,49,0,6239,79059,19,7
145,16462,8254,142,8,59,0,6246,79059,21,7
146,16452,8277,149,9,62,0,6254,79059,26,7
147,16443,8301,161,8,66,0,6262,79059,37,7
148,16433,8316,159,8,67,0,6270,79059,33,7
149,16425,8337,160,7,71,0,6277,79059,33,7
150,16412,8357,157,8,74,0,6285,79059,25,7
151,16401,8381,169,9,76,0,6292,79059,33,7
152,16389,8404,158,6,67,0,6313,79059,31,7
153,16377,8426,161,9,62,0,6325,79059,34,7
154,16368,8445,156,10,58,0,6336,79059,31,7
155,16362,8456,147,11,61,0,6345,79059,25,7
156,16350,8472,143,14,59,0,6355,79059,19,7
157,16339,8493,142,13,60,0,6367,79059,19,7
158,16329,8511,145,14,61,0,6377,79059,22,7
159,16323,8527,148,13,62,0,6386,79059,28,7
160,16315,8538,139,8,63,0,6396,79059,21,7
161,16310,8551,136,8,67,0,6404,79059,21,7
162,16305,8560,122,7,66,0,6417,79059,15,7
163,16299,8569,117,4,68,0,6428,79059,15,7
164,16296,8575,103,4,62,0,6440,79059,10,7
165,16291,8583,95,3,59,0,6452,79059,9,7
166,16284,8595,95,2,56,0,6461,79059,11,7
167,16279,8602,93,3,54,0,6467,79059,10,7
168,16275,8609,85,2,49,0,6479,79059,10,7
169,16270,8618,78,2,41,0,6490,79059,9,7
170,16263,8626,74,2,36,0,6500,79059,8,7
171,16257,8638,77,2,37,0,6506,79059,11,7
172,16252,8647,74,2,34,0,6514,79059,11,7
173,16251,8652,73,2,33,0,6519,79059,14,7
174,16249,8660,70,1,34,0,6524,79059,14,7
175,16244,8673,73,1,35,0,6530,79059,18,7
176,16240,8683,76,2,37,0,6533,79059,20,7
177,16237,8689,71,3,36,0,6538,79059,17,7
178,16231,8696,63,3,30,0,6545,79059,10,7
179,16226,8706,62,2,28,0,6550,79059,9,7
180,16222,8711,60,2,29,0,6554,79059,7,7
181,16214,8721,64,3,27,0,6559,79059,8,7
182,16210,8728,59,3,23,0,6566,79059,6,7
183,16205,8735,59,3,23,0,6572,79059,7,7
184,16202,8741,58,3,23,0,6577,79059,8,7
185,16195,8751,64,4,25,0,6578,79059,8,7
186,16190,8760,69,5,30,0,6580,79059,10,7
187,16186,8772,73,6,28,0,6585,79059,15,7
188,16180,8786,80,7,28,0,6589,79059,20,7
189,16175,8795,82,7,28,0,6592,79059,20,7
190,16166,8809,82,6,30,0,6598,79059,17,7
191,16157,8821,81,5,31,0,6603,79059,12,7
192,16152,8830,82,4,32,0,6607,79059,12,7
193,16143,8843,82,3,31,0,6615,79059,11,7
194,16134,8856,88,3,32,0,6619,79059,12,7
195,16129,8869,92,1,38,0,6624,79059,16,7
196,16122,8879,95,2,43,0,6627,79059,15,7
197,16118,8886,91,3,40,0,6634,79059,14,7
198,16113,8894,86,3,44,0,6639,79059,9,7
199,16107,8903,88,5,47,0,6643,79059,9,7
200,16101,8914,90,5,46,0,6649,79059,11,7
201,16098,8919,87,5,48,0,6654,79059,10,7
202,16096,8921,77,6,42,0,6663,79059,7,7
203,16089,8934,76,5,39,0,6672,79059,8,7
204,16084,8944,79,5,40,0,6677,79059,11,7
205,16078,8952,78,6,36,0,6686,79059,13,7
206,16073,8958,69,4,32,0,6695,79059,8,7
207,16072,8962,63,4,29,0,6700,79059,6,7
208,16066,8973,65,4,29,0,6707,79059,9,7
209,16060,8985,72,3,31,0,6711,79059,14,7
210,16057,8990,69,4,31,0,6716,79059,13,7
211,16051,8998,66,4,30,0,6722,79059,10,7
212,16046,9007,63,3,26,0,6728,79059,8,7
213,16040,9017,68,3,29,0,6731,79059,10,7
214,16037,9024,71,4,32,0,6733,79059,12,7
215,16033,9034,70,3,29,0,6740,79059,14,7
216,16025,9047,74,4,29,0,6745,79059,15,7
217,16021,9055,72,4,28,0,6751,79059,15,7
218,16016,9063,69,4,29,0,6756,79059,12,7
219,16012,9071,71,4,31,0,6757,79059,11,7
220,16004,9081,71,5,28,0,6763,79059,9,7
221,16002,9086,67,5,30,0,6769,79059,9,7
222,15998,9093,67,6,30,0,6772,79059,8,7
223,15995,9101,67,5,30,0,6778,79059,11,7
224,15989,9111,69,4,30,0,6783,79059,12,7
225,15987,9117,66,4,32,0,6789,79059,13,7
226,15984,9123,64,4,31,0,6792,79059,11,7
227,15979,9130,63,3,32,0,6796,79059,9,7
228,15968,9141,62,2,28,0,6804,79059,5,7
