,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84235,316,316,0,0,0,0,15449,0,0
1,83659,401,401,0,0,0,0,15947,7,0
2,83079,490,490,0,0,0,0,16445,14,0
3,82470,613,613,0,0,0,0,16944,27,0
4,81858,748,741,0,0,0,0,17439,38,0
5,81228,905,891,0,0,0,0,17933,52,0
6,80559,1100,1073,37,357,0,0,18427,59,0
7,79946,1235,1190,42,434,0,0,18919,55,0
8,79329,1381,1315,49,537,0,0,19414,58,0
9,78696,1543,1457,62,641,0,0,19905,58,0
10,78073,1693,1593,75,764,0,0,20395,61,0
11,77434,1862,1738,95,919,0,0,20889,61,0
12,76794,2037,1893,106,1029,0,0,21380,67,0
13,76168,2198,1706,78,785,63,331,21868,73,0
14,75538,2364,1776,80,843,73,403,22363,80,0
15,74897,2555,1846,84,862,88,498,22852,93,0
16,74278,2709,1883,79,895,111,592,23339,92,0
17,73646,2883,1922,88,899,143,696,23823,87,0
18,73032,3044,1891,84,866,165,849,24311,83,0
19,72405,3211,1942,83,881,192,943,24797,87,0
20,71790,3364,1895,85,909,140,1088,25285,87,29
21,71164,3537,1906,97,887,155,1212,25767,81,32
22,70549,3707,1925,102,897,163,1330,26245,88,39
23,69935,3879,1931,107,873,168,1464,26717,92,45
24,69312,4057,1927,102,870,164,1609,27195,96,53
25,68721,4217,1918,90,871,166,1737,27671,108,61
26,68138,4369,1897,98,872,158,1868,28145,121,73
27,67534,4531,1891,99,856,175,2000,28624,125,76
28,66931,4697,1875,88,877,170,2129,29099,118,84
29,66353,4842,1834,86,876,175,2265,29571,114,91
30,65777,4982,1795,79,872,159,2399,30042,112,99
31,65180,5127,1758,70,849,156,2535,30524,104,107
32,64583,5270,1731,81,836,152,2657,31000,87,116
33,64001,5411,1699,83,818,158,2787,31473,84,124
34,63412,5570,1683,81,789,150,2925,31939,90,131
35,62819,5731,1677,87,746,147,3063,32408,105,138
36,62214,5915,1686,84,719,149,3198,32869,113,146
37,61601,6096,1720,93,716,153,3302,33346,122,153
38,61006,6252,1722,95,714,145,3411,33816,116,161
39,60393,6430,1731,89,718,141,3532,34288,113,169
