,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84228,318,318,0,0,0,0,15454,0,0
1,83666,387,387,0,0,0,0,15952,5,0
2,83093,472,472,0,0,0,0,16449,14,0
3,82503,574,574,0,0,0,0,16948,25,0
4,81886,708,703,0,0,0,0,17447,36,0
5,81256,857,843,0,0,0,0,17946,45,0
6,80611,1035,1010,30,352,0,0,18440,61,0
7,79998,1175,1134,34,424,0,0,18934,66,0
8,79390,1300,1241,40,509,0,0,19429,60,0
9,78764,1445,1359,54,613,0,0,19927,50,0
10,78129,1610,1503,65,733,0,0,20419,51,0
11,77480,1791,1672,77,872,0,0,20909,61,0
12,76843,1958,1822,85,983,0,0,21403,68,0
13,76225,2108,1649,67,732,81,301,21890,65,0
14,75582,2285,1741,74,777,94,364,22383,70,0
15,74926,2475,1831,82,821,109,440,22871,68,0
16,74290,2645,1879,81,863,124,543,23358,70,0
17,73679,2809,1906,84,872,145,653,23839,77,0
18,73046,2983,1928,90,846,166,783,24329,86,0
19,72404,3166,1993,99,868,188,880,24817,94,0
20,71761,3350,1971,104,918,129,1022,25304,88,30
21,71080,3574,2045,107,936,138,1137,25789,85,34
22,70460,3756,2059,100,930,142,1272,26258,87,38
23,69809,3967,2091,99,915,150,1420,26735,96,41
24,69143,4204,2163,99,926,156,1548,27197,101,50
25,68531,4372,2169,94,956,156,1672,27677,106,57
26,67937,4526,2144,89,1007,164,1807,28153,105,64
27,67339,4688,2107,84,995,166,1965,28628,111,72
28,66741,4846,2081,98,1006,167,2106,29104,111,79
29,66154,4995,2063,115,1063,166,2232,29580,113,84
30,65563,5146,2025,114,1053,159,2378,30051,105,88
31,64970,5299,1990,121,1010,161,2515,30519,97,103
32,64383,5457,1955,120,978,162,2665,30987,98,108
33,63800,5609,1892,120,904,174,2841,31451,100,116
34,63227,5743,1842,114,870,169,2986,31926,108,127
35,62641,5909,1799,96,834,173,3144,32394,117,139
36,62068,6058,1726,90,761,188,3327,32848,114,145
37,61484,6197,1699,91,747,190,3456,33323,108,146
38,60903,6347,1665,85,754,172,3585,33792,98,153
39,60346,6475,1635,82,732,167,3706,34257,104,160
40,59781,6609,1590,86,724,140,3841,34720,106,174
41,59215,6752,1581,99,719,137,3948,35181,104,181
42,58666,6872,1537,99,708,129,4065,35647,102,192
43,58106,7003,1497,90,704,115,4198,36117,109,198
44,57556,7121,1472,86,681,127,4301,36587,107,202
45,57029,7221,1425,78,672,133,4408,37044,99,208
46,56476,7345,1409,80,679,130,4502,37519,101,215
47,55937,7458,1382,73,654,142,4600,37985,100,223
48,55384,7563,1344,66,634,144,4713,38466,104,227
49,54851,7662,1287,59,616,138,4824,38936,94,231
50,54317,7767,1256,56,581,147,4923,39397,84,235
51,53780,7876,1223,57,571,127,5026,39864,86,244
52,53264,7962,1174,61,545,125,5125,40327,80,249
53,52755,8034,1118,58,516,127,5222,40792,78,257
54,52229,8123,1073,58,498,111,5319,41261,67,262
55,51690,8228,1067,48,498,117,5401,41735,72,266
56,51147,8336,1067,54,485,114,5483,42210,84,271
57,50646,8416,1034,52,474,96,5566,42675,94,280
58,50143,8490,997,48,446,98,5645,43142,89,282
59,49632,8564,965,44,438,105,5713,43612,80,287
60,49115,8651,940,41,441,99,5791,44083,76,290
61,48613,8726,923,39,450,100,5856,44551,73,292
62,48098,8800,877,39,417,86,5944,45026,67,300
63,47593,8872,850,34,394,91,6014,45494,60,302
64,47071,8953,853,34,383,96,6067,45973,62,305
65,46571,9016,849,43,383,98,6113,46449,65,308
66,46061,9089,824,41,370,88,6182,46929,70,317
67,45569,9168,802,46,346,86,6255,47395,75,321
68,45050,9235,771,46,323,84,6329,47877,72,324
69,44538,9305,762,51,326,79,6380,48358,71,327
70,44034,9375,748,52,318,73,6430,48843,63,332
71,43539,9440,735,54,314,63,6484,49328,75,338
72,43039,9501,709,48,310,60,6542,49805,70,343
73,42541,9568,698,49,305,56,6594,50285,77,348
74,42035,9640,686,40,304,58,6647,50767,74,349
75,41523,9709,684,41,300,58,6697,51252,77,351
76,41027,9766,658,35,284,60,6751,51738,69,352
77,40536,9818,642,36,283,61,6788,52223,58,356
78,40045,9864,629,35,275,72,6820,52710,50,361
79,39544,9924,616,29,276,69,6868,53191,48,366
80,39047,9981,612,27,276,73,6909,53677,50,370
81,38563,10030,600,29,265,72,6953,54161,58,373
82,38061,10086,593,23,258,76,6992,54650,63,379
83,37552,10140,594,25,253,76,7024,55143,64,382
84,37053,10198,586,24,254,74,7064,55633,61,386
85,36552,10263,580,22,256,65,7107,56122,64,391
86,36072,10310,562,24,236,64,7151,56605,65,393
87,35581,10360,541,22,224,59,7198,57092,61,398
88,35090,10403,516,23,221,54,7236,57578,44,402
89,34597,10470,520,23,224,47,7272,58065,51,409
90,34090,10525,529,24,230,48,7301,58559,54,411
91,33601,10567,519,21,218,47,7341,59047,63,414
92,33110,10619,505,23,212,47,7377,59533,53,417
93,32622,10659,496,23,219,43,7407,60024,47,418
94,32118,10709,499,26,223,47,7433,60513,40,421
95,31632,10763,501,26,225,47,7466,61001,44,423
96,31155,10826,514,26,210,48,7502,61482,64,425
97,30672,10861,501,27,205,50,7536,61976,69,428
98,30182,10897,485,29,204,46,7565,62466,59,430
99,29722,10937,458,28,209,46,7598,62955,46,432
100,29226,10986,462,29,207,51,7627,63444,50,432
101,28734,11034,452,28,199,44,7673,63932,57,433
102,28244,11075,439,24,185,46,7706,64423,52,435
103,27768,11120,436,28,182,42,7733,64912,49,436
104,27276,11166,420,26,170,33,7771,65406,51,442
105,26801,11210,426,28,169,37,7792,65891,55,445
106,26301,11264,422,27,161,35,7831,66387,60,447
107,25823,11304,407,22,160,33,7864,66873,56,449
108,25344,11353,406,23,156,32,7894,67362,57,451
109,24860,11406,415,27,159,29,7915,67846,56,452
110,24377,11446,414,22,165,29,7940,68342,55,452
111,23906,11490,421,22,176,32,7958,68831,57,452
112,23411,11546,422,19,174,27,7990,69324,56,454
113,22923,11584,415,17,176,27,8019,69815,55,455
114,22428,11632,416,20,178,28,8044,70307,53,456
115,21934,11671,409,20,175,30,8068,70798,46,458
116,21451,11718,414,18,174,28,8094,71293,53,460
117,20956,11759,410,18,184,28,8119,71788,49,461
118,20462,11793,400,18,176,29,8148,72286,49,463
119,19971,11832,396,17,182,31,8170,72783,46,463
120,19478,11879,398,20,175,31,8199,73274,51,464
121,18989,11909,384,20,169,32,8227,73769,52,467
122,18506,11960,389,17,173,29,8254,74260,64,468
123,18014,11998,387,18,170,32,8274,74752,58,468
124,17533,12033,370,22,151,30,8312,75248,60,468
125,17054,12070,352,25,151,29,8336,75741,51,469
126,16586,12110,351,25,138,31,8362,76235,58,470
127,16106,12147,345,24,134,30,8388,76728,57,471
128,15626,12186,334,22,134,27,8415,77224,52,473
129,15143,12231,336,22,127,31,8436,77719,55,474
130,14657,12273,342,22,122,31,8454,78215,60,477
131,14336,12314,348,18,124,33,8472,78529,63,478
132,14320,12354,336,12,125,32,8498,78529,63,480
133,14300,12383,326,10,134,29,8515,78529,52,482
134,14280,12415,315,7,137,26,8538,78529,45,483
135,14263,12440,288,10,132,22,8565,78529,29,484
136,14246,12470,291,10,135,23,8581,78529,33,486
137,14233,12501,292,8,137,21,8598,78529,39,487
138,14222,12526,289,10,136,20,8616,78529,45,489
139,14207,12558,287,11,133,21,8636,78529,49,490
140,14193,12577,263,13,125,19,8659,78529,36,492
141,14184,12598,255,17,117,25,8674,78529,34,492
142,14171,12620,244,13,112,31,8690,78529,26,492
143,14152,12649,243,12,102,28,8714,78529,31,493
144,14135,12678,245,12,101,29,8727,78529,31,495
145,14119,12715,252,10,97,28,8746,78529,43,497
146,14097,12750,257,9,87,28,8765,78529,46,498
