,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84248,300,300,0,0,0,0,15452,0,0
1,83700,356,356,0,0,0,0,15951,7,0
2,83125,444,444,0,0,0,0,16448,17,0
3,82551,533,533,0,0,0,0,16945,29,0
4,81940,663,656,0,0,0,0,17439,35,0
5,81327,789,772,0,0,0,0,17936,35,0
6,80712,928,899,29,320,0,0,18430,41,0
7,80113,1038,996,37,390,0,0,18927,36,0
8,79496,1173,1121,44,460,0,0,19426,43,0
9,78866,1321,1251,51,570,0,0,19922,39,0
10,78242,1472,1394,67,670,0,0,20416,52,0
11,77630,1614,1519,78,780,0,0,20906,55,0
12,76999,1767,1658,90,870,0,0,21398,55,0
13,76371,1930,1513,74,655,62,287,21888,59,0
14,75745,2082,1579,77,708,74,353,22381,58,0
15,75091,2271,1694,77,761,91,413,22869,67,0
16,74466,2426,1721,91,752,105,516,23358,61,0
17,73839,2590,1763,93,773,118,619,23848,69,0
18,73191,2783,1834,95,788,140,718,24332,75,0
19,72536,2975,1917,100,814,152,808,24822,83,0
20,71877,3179,1935,99,863,111,948,25309,88,19
21,71210,3394,1996,102,862,120,1068,25794,92,24
22,70547,3611,2058,112,859,122,1192,26284,109,28
23,69906,3805,2105,110,903,129,1303,26766,112,32
24,69279,3982,2119,106,933,138,1425,27249,112,40
25,68629,4190,2144,117,956,137,1557,27729,106,47
26,67987,4400,2197,112,1010,148,1678,28212,122,48
27,67331,4609,2210,113,1016,151,1838,28692,122,51
28,66711,4786,2213,115,1037,151,1967,29163,112,58
29,66069,4984,2234,107,1052,162,2087,29649,103,64
30,65426,5178,2231,109,1056,162,2244,30127,99,71
31,64789,5374,2246,112,1047,174,2388,30600,103,80
32,64150,5577,2236,118,1045,175,2557,31078,103,82
33,63532,5762,2219,118,1012,184,2720,31550,113,92
34,62924,5946,2207,127,986,193,2878,32014,121,98
35,62303,6138,2200,130,989,195,3029,32485,121,104
36,61697,6307,2176,137,1002,185,3175,32961,121,112
37,61090,6478,2147,131,999,195,3327,33423,107,120
38,60480,6670,2136,132,985,193,3479,33893,117,129
39,59889,6843,2099,114,971,198,3643,34353,120,136
40,59285,7025,2104,112,974,196,3784,34816,135,146
41,58700,7181,2042,103,957,186,3938,35288,124,158
42,58106,7352,2004,99,941,184,4097,35755,124,166
43,57512,7522,1978,102,914,193,4246,36222,124,172
44,56917,7698,1944,103,883,185,4409,36689,128,178
45,56334,7856,1909,98,883,180,4553,37157,126,185
46,55747,8016,1883,90,862,179,4690,37621,118,193
47,55164,8185,1852,91,840,174,4836,38089,124,202
48,54579,8344,1842,91,839,175,4958,38560,125,209
49,54017,8487,1806,80,836,174,5097,39024,131,216
50,53451,8624,1746,71,823,168,5237,39492,113,222
51,52902,8754,1707,63,827,171,5358,39953,109,229
52,52347,8879,1649,65,802,168,5494,40417,96,237
53,51794,8998,1615,72,798,163,5607,40881,86,244
54,51231,9138,1593,69,776,167,5725,41349,85,251
55,50661,9269,1570,68,752,168,5847,41822,86,257
56,50130,9377,1529,70,712,173,5968,42285,93,262
57,49596,9505,1504,68,695,174,6075,42746,100,272
58,49043,9640,1476,68,664,165,6201,43217,110,282
59,48493,9759,1440,67,651,158,6317,43685,107,291
60,47949,9883,1404,65,639,159,6427,44156,100,298
61,47400,10002,1372,70,608,149,6534,44625,85,305
62,46861,10140,1368,66,593,138,6641,45091,96,313
63,46313,10275,1362,71,593,126,6733,45551,96,326
64,45767,10403,1364,72,585,121,6828,46020,115,335
65,45236,10531,1354,70,579,117,6925,46488,121,338
66,44722,10640,1324,65,577,118,7026,46953,120,340
67,44215,10739,1268,70,568,108,7132,47418,106,348
68,43694,10841,1244,66,593,104,7208,47883,89,354
69,43192,10945,1222,68,593,98,7293,48336,88,360
70,42686,11049,1202,64,583,99,7386,48798,89,364
71,42198,11125,1155,60,569,95,7476,49255,85,370
72,41697,11213,1119,62,551,93,7561,49729,78,375
73,41232,11291,1074,57,534,95,7652,50194,86,379
74,40713,11396,1054,49,512,93,7750,50669,99,383
75,40213,11474,1014,46,492,101,7835,51143,99,389
76,39740,11555,973,40,464,102,7918,51603,93,392
77,39249,11645,944,38,443,103,7996,52077,91,397
78,38780,11719,909,38,411,95,8073,52542,94,402
79,38308,11790,873,34,412,90,8143,52998,87,409
80,37833,11862,822,34,388,76,8225,53458,75,416
81,37360,11926,785,33,370,75,8294,53931,73,418
82,36890,11976,728,30,353,67,8373,54405,69,423
83,36434,12037,711,30,344,64,8424,54871,72,428
84,35946,12111,688,30,331,56,8490,55351,66,431
85,35478,12162,679,28,341,57,8528,55834,70,434
86,35008,12228,655,30,306,61,8591,56308,74,436
87,34542,12277,630,32,284,60,8642,56786,72,437
88,34044,12342,620,28,273,59,8691,57273,71,440
89,33549,12413,603,28,269,56,8745,57757,63,445
90,33069,12473,602,28,253,59,8784,58236,62,447
91,32561,12544,605,24,246,61,8827,58723,65,450
92,32083,12606,596,24,225,61,8874,59207,72,453
93,31612,12672,601,25,231,55,8912,59686,80,457
94,31133,12730,601,22,253,53,8942,60164,74,460
95,30636,12795,599,24,256,50,8980,60654,76,461
96,30139,12856,574,23,251,43,9034,61139,71,466
97,29664,12907,575,22,258,40,9060,61625,69,471
98,29197,12959,555,26,256,35,9099,62103,60,474
99,28734,13008,549,24,268,31,9131,62592,65,475
100,28250,13056,540,22,262,34,9169,63081,62,477
101,27768,13119,537,21,252,39,9213,63564,65,478
102,27286,13175,528,19,247,42,9249,64050,50,480
103,26805,13238,533,18,233,44,9293,64538,64,480
104,26333,13289,523,18,221,41,9328,65020,58,482
105,25862,13342,527,16,218,43,9363,65503,63,484
106,25373,13399,518,20,214,44,9399,65993,59,486
107,24895,13456,520,18,225,42,9433,66482,67,489
108,24413,13508,514,20,219,40,9472,66975,73,491
109,23949,13559,508,20,218,41,9504,67459,71,492
110,23458,13620,507,22,221,36,9539,67952,72,493
111,23007,13662,504,21,233,36,9561,68434,70,493
112,22528,13718,504,22,229,36,9593,68926,74,495
113,22059,13759,483,20,221,40,9627,69416,64,496
114,21619,13811,474,21,205,44,9665,69901,67,498
115,21153,13855,455,19,206,42,9701,70389,59,499
116,20698,13913,455,21,192,34,9739,70873,71,502
