,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84230,314,314,0,0,0,0,15456,0,0
1,83659,393,393,0,0,0,0,15953,5,0
2,83090,470,470,0,0,0,0,16450,10,0
3,82502,570,570,0,0,0,0,16946,18,0
4,81887,696,691,0,0,0,0,17444,22,0
5,81247,851,841,0,0,0,0,17943,31,0
6,80588,1028,1010,29,359,0,0,18441,39,0
7,79965,1165,1138,37,423,0,0,18940,43,0
8,79319,1344,1303,49,503,0,0,19434,56,0
9,78667,1521,1464,54,615,0,0,19929,60,0
10,78019,1694,1624,64,746,0,0,20422,65,0
11,77389,1860,1763,80,891,0,0,20911,63,0
12,76745,2029,1912,93,1002,0,0,21402,59,0
13,76072,2233,1769,79,780,59,329,21894,64,0
14,75436,2411,1865,90,854,74,386,22384,71,0
15,74764,2614,1973,98,909,87,465,22876,78,0
16,74109,2820,2055,105,926,103,566,23363,93,0
17,73451,3018,2100,111,932,123,687,23853,91,0
18,72801,3216,2135,107,956,144,827,24340,103,0
19,72154,3413,2194,103,982,168,927,24818,93,0
20,71508,3616,2185,107,1006,138,1097,25298,100,12
21,70843,3822,2207,107,1017,146,1244,25785,93,14
22,70211,4008,2225,109,1028,161,1378,26267,101,20
23,69553,4224,2262,116,1043,160,1513,26750,105,27
24,68930,4418,2285,118,1057,170,1647,27225,123,36
25,68305,4594,2258,126,1034,184,1805,27708,121,45
26,67665,4784,2260,132,1060,183,1947,28193,115,50
27,67048,4960,2211,127,1035,184,2117,28673,108,59
28,66446,5128,2183,126,1043,190,2271,29151,118,67
29,65829,5291,2145,117,1032,192,2426,29636,114,78
30,65218,5465,2127,115,1013,202,2575,30111,113,82
31,64591,5660,2102,110,1004,195,2742,30592,118,91
32,63999,5819,2059,102,983,190,2905,31061,123,99
33,63396,5982,2016,98,933,200,3062,31536,120,110
34,62794,6148,1981,97,916,198,3204,32013,112,120
35,62178,6330,1954,95,879,200,3371,32493,122,126
36,61580,6499,1932,93,879,192,3516,32964,129,137
37,60970,6672,1916,82,871,186,3658,33435,122,143
38,60370,6819,1866,82,844,190,3801,33916,104,151
39,59776,6994,1860,78,836,188,3929,34387,114,162
40,59196,7131,1821,76,850,170,4060,34862,112,173
41,58602,7289,1809,76,845,160,4192,35334,118,183
42,58011,7444,1767,71,853,151,4324,35804,99,196
43,57426,7600,1743,70,827,149,4469,36271,101,199
