,susceptible,total infected,currently infected,symptomatic,quarantined,hospitalized,recovered,vaccinated,transmitter,deceased
0,84230,324,324,0,0,0,0,15446,0,0
1,83667,398,398,0,0,0,0,15945,10,0
2,83071,504,504,0,0,0,0,16444,19,0
3,82483,606,606,0,0,0,0,16944,33,0
4,81866,750,740,0,0,0,0,17439,45,0
5,81232,902,883,0,0,0,0,17937,52,0
6,80573,1086,1053,39,349,0,0,18430,56,0
7,79959,1220,1165,50,435,0,0,18926,50,0
8,79355,1349,1278,58,515,0,0,19419,52,0
9,78714,1513,1424,69,626,0,0,19917,55,0
10,78057,1705,1600,83,748,0,0,20413,70,0
11,77428,1869,1746,98,899,0,0,20905,79,0
12,76789,2050,1906,107,1008,0,0,21393,88,0
13,76149,2220,1711,79,759,54,334,21886,80,0
14,75510,2387,1766,80,804,66,419,22377,72,0
15,74872,2562,1837,85,872,80,493,22866,68,0
16,74203,2764,1916,89,883,102,593,23361,73,0
17,73554,2954,1975,100,887,126,705,23850,84,0
18,72923,3132,1985,94,874,150,847,24338,93,0
19,72283,3316,2039,93,905,166,949,24820,91,0
20,71651,3487,2033,103,933,130,1078,25309,89,18
21,71000,3680,2061,112,955,143,1204,25801,88,22
22,70353,3869,2084,109,957,164,1337,26287,90,29
23,69723,4055,2107,112,960,166,1466,26765,96,35
24,69103,4225,2094,104,975,168,1609,27246,93,41
25,68484,4405,2105,107,968,174,1737,27728,108,54
26,67876,4559,2083,113,973,180,1874,28206,98,59
27,67223,4757,2114,107,991,193,2003,28697,103,66
28,66579,4958,2104,104,972,199,2162,29174,94,75
29,65957,5134,2092,112,943,195,2313,29655,105,88
30,65345,5304,2084,111,938,196,2445,30134,106,98
31,64746,5458,2047,103,918,197,2593,30614,107,107
32,64144,5614,2015,102,938,187,2739,31089,101,114
33,63524,5800,2011,100,948,193,2889,31564,105,117
34,62926,5958,1976,93,935,196,3032,32035,101,132
35,62322,6112,1940,94,915,187,3184,32512,99,141
36,61733,6283,1924,82,907,180,3319,32978,106,152
37,61135,6444,1919,76,903,182,3445,33447,107,161
38,60548,6597,1909,82,912,176,3573,33921,120,169
39,59954,6753,1859,85,874,180,3725,34396,109,175
40,59380,6890,1793,80,839,176,3885,34861,105,186
41,58808,7037,1753,86,815,170,4022,35324,102,196
42,58235,7170,1716,77,820,170,4146,35802,103,205
43,57664,7303,1697,81,810,165,4260,36276,105,215
44,57078,7452,1670,82,801,153,4386,36756,108,228
45,56495,7595,1639,81,766,162,4519,37231,102,231
46,55937,7727,1610,71,759,158,4639,37697,108,242
47,55378,7866,1579,72,726,155,4759,38163,109,252
48,54818,7980,1528,67,711,145,4884,38642,109,260
49,54268,8102,1477,67,691,137,5008,39107,104,273
50,53709,8233,1457,67,689,140,5113,39582,102,278
51,53146,8366,1443,61,672,144,5226,40055,103,280
52,52611,8466,1392,57,665,133,5339,40525,97,287
53,52065,8580,1353,58,636,129,5446,40998,86,294
54,51528,8686,1320,55,635,118,5541,41473,84,305
55,50978,8799,1301,59,620,114,5640,41944,86,313
56,50422,8915,1279,57,613,113,5747,42428,90,316
57,49894,9007,1227,53,581,111,5849,42893,80,327
58,49368,9106,1202,59,565,110,5938,43364,84,335
59,48830,9223,1186,56,545,107,6030,43838,92,344
60,48309,9329,1186,57,548,104,6111,44303,104,348
61,47777,9425,1160,61,537,104,6199,44778,97,351
62,47259,9516,1123,53,524,108,6283,45254,81,355
63,46724,9620,1093,52,493,107,6381,45730,82,358
64,46202,9727,1091,56,491,97,6461,46207,100,363
65,45681,9808,1058,50,484,93,6549,46688,105,365
66,45160,9900,1034,52,479,86,6626,47161,99,370
67,44638,9990,997,53,459,87,6705,47637,83,376
68,44123,10067,961,51,447,87,6784,48124,79,381
69,43597,10168,956,50,442,80,6855,48603,86,388
70,43084,10258,949,46,430,77,6918,49077,89,396
71,42560,10354,945,38,425,79,6988,49558,97,401
72,42052,10429,910,41,413,77,7056,50037,89,408
73,41550,10502,881,35,399,76,7124,50513,83,413
74,41035,10589,868,33,400,76,7186,50988,77,418
75,40526,10667,850,32,392,77,7250,51465,75,423
76,40013,10745,844,30,392,81,7309,51952,80,425
77,39514,10825,844,32,386,80,7359,52432,82,428
78,39015,10910,834,31,373,74,7426,52914,92,431
79,38517,10999,826,26,374,69,7488,53393,108,438
80,38021,11063,805,25,376,65,7538,53870,102,444
81,37521,11125,763,25,360,62,7603,54352,81,448
82,37028,11193,722,23,352,58,7665,54825,57,451
83,36539,11258,698,27,335,55,7724,55306,56,458
84,36042,11327,713,24,335,63,7763,55793,66,459
85,35555,11395,713,26,324,65,7808,56277,75,462
86,35069,11461,698,28,310,66,7864,56759,77,465
87,34578,11529,690,29,304,67,7915,57232,75,466
88,34089,11599,680,26,300,66,7964,57715,74,468
89,33615,11650,656,29,291,66,8014,58194,63,469
90,33125,11714,648,27,282,66,8059,58680,66,474
91,32651,11777,628,30,276,56,8110,59161,61,478
92,32155,11845,639,29,282,53,8151,59646,73,481
93,31682,11898,617,27,278,51,8200,60133,72,482
94,31210,11964,616,25,270,55,8244,60614,76,482
95,30730,12014,598,25,266,55,8285,61097,67,484
96,30247,12076,589,23,263,53,8330,61579,63,486
97,29760,12146,590,22,268,50,8369,62072,64,489
98,29302,12192,580,19,258,52,8407,62550,69,491
99,28817,12247,572,21,249,55,8448,63037,68,493
100,28335,12312,568,21,241,56,8489,63513,70,493
101,27847,12373,567,23,243,53,8527,64002,72,496
102,27387,12429,560,22,247,48,8568,64482,78,499
103,26932,12473,535,21,233,49,8605,64965,69,501
104,26466,12528,522,24,223,47,8650,65450,75,501
105,26006,12564,501,26,227,44,8678,65934,66,505
106,25538,12607,481,24,228,41,8719,66419,68,506
107,25068,12649,460,24,225,41,8749,66910,59,510
108,24602,12692,452,22,208,48,8783,67395,60,511
109,24151,12727,426,23,191,52,8819,67883,50,513
110,23694,12769,423,19,190,52,8842,68371,46,515
111,23215,12823,422,17,176,50,8878,68857,46,517
112,22743,12877,430,13,167,52,8910,69341,54,518
113,22288,12922,422,12,156,53,8945,69823,60,520
114,21830,12962,414,12,147,53,8973,70308,57,523
115,21358,13020,418,12,150,43,9002,70798,62,527
116,20885,13070,418,15,158,41,9027,71285,64,530
117,20432,13118,431,20,166,40,9046,71767,65,532
118,19957,13170,438,17,172,41,9063,72252,58,534
119,19497,13224,444,21,172,39,9086,72740,65,535
120,19024,13283,461,23,176,38,9111,73228,73,537
121,18553,13329,464,19,184,36,9131,73720,72,541
122,18072,13388,465,21,189,35,9156,74213,62,543
123,17597,13449,466,17,189,35,9191,74701,73,545
124,17130,13502,471,14,182,38,9220,75187,76,546
125,16657,13545,467,16,193,35,9245,75683,82,547
126,16195,13592,453,16,195,34,9269,76171,72,550
127,15735,13631,438,18,199,33,9300,76660,74,552
128,15280,13665,421,23,195,35,9323,77144,67,553
